8521,0.0578853,0.313054
8522,0.31088,0.869787
8523,0.631512,0.263562
8524,0.718096,0.26706
8525,0.0313211,0.620238
8526,0.651114,0.0291552
8527,0.671937,0.0610052
8528,0.428452,0.476233
8529,0.389488,0.136304
8530,0.389532,0.8681
8531,0.717743,0.142375
8532,0.742998,0.403319
8533,0.622676,0.649589
8534,0.504256,0.445218
8535,0.370491,0.623326
8536,0.566101,0.691655
8537,0.201465,0.710735
8538,0.585287,0.123681
8539,0.0783605,0.61947
8540,0.494855,0.0455368
8541,0.692459,0.614761
8542,0.0275485,0.129473
8543,0.804986,0.53997
8544,0.0474389,0.801313
8545,0.530448,0.651936
8546,0.338515,0.371825
8547,0.524311,0.853671
8548,0.738798,0.557816
8549,0.528537,0.920754
8550,0.740214,0.566824
8551,0.30068,0.442392
8552,0.587604,0.911985
8553,0.727455,0.571889
8554,0.668962,0.0142867
8555,0.783756,0.539456
8556,0.449416,0.308937
8557,0.441222,0.439853
8558,0.308074,0.589735
8559,0.449142,0.720832
8560,0.28513,0.992861
8561,0.0527824,0.940735
8562,0.252058,0.537889
8563,0.754672,0.295816
8564,0.0255145,0.266197
8565,0.548965,0.131256
8566,0.0076694,0.0423391
8567,0.95188,0.121914
8568,0.246369,0.504765
8569,0.585589,0.467415
8570,0.0837436,0.172511
8571,0.0400478,0.801585
8572,0.882615,0.520012
8573,0.967953,0.352456
8574,0.311661,0.44088
8575,0.893837,0.281447
8576,0.812697,0.568067
8577,0.321075,0.897803
8578,0.555263,0.528772
8579,0.432389,0.936204
8580,0.513491,0.604085
8581,0.122173,0.14659
8582,0.370438,0.852704
8583,0.717954,0.0544842
8584,0.716561,0.423242
8585,0.338359,0.812683
8586,0.424728,0.697329
8587,0.819372,0.341762
8588,0.172741,0.0929502
8589,0.666927,0.269893
8590,0.59302,0.659901
8591,0.639249,0.0345667
8592,0.0211716,0.99079
8593,0.495952,0.800008
8594,0.271034,0.338622
8595,0.217893,0.442354
8596,0.558371,0.825347
8597,0.556259,0.42971
8598,0.0159927,0.0164721
8599,0.975739,0.36999
8600,0.125475,0.382864
8601,0.841677,0.14656
8602,0.915445,0.306013
8603,0.946478,0.610984
8604,0.530436,0.219927
8605,0.0492429,0.7672
8606,0.228236,0.480144
8607,0.14287,0.324173
8608,0.439697,0.186486
8609,0.0871839,0.30285
8610,0.226165,0.721621
8611,0.541932,0.219922
8612,0.539088,0.453273
8613,0.0815734,0.745675
8614,0.0544495,0.139514
8615,0.632555,0.486778
8616,0.609447,0.586634
8617,0.427502,0.0636214
8618,0.433509,0.573464
8619,0.717525,0.335663
8620,0.0480746,0.993345
8621,0.559719,0.528626
8622,0.015438,0.893387
8623,0.247138,0.601587
8624,0.89766,0.157509
8625,0.77219,0.0945008
8626,0.308631,0.932535
8627,0.941856,0.0206368
8628,0.145059,0.0788213
8629,0.82345,0.0722343
8630,0.103884,0.831589
8631,0.56908,0.97999
8632,0.377394,0.660698
8633,0.725674,0.544644
8634,0.254637,0.529076
8635,0.469899,0.381213
8636,0.730189,0.2751
8637,0.940614,0.435939
8638,0.277875,0.458181
8639,0.0894353,0.706913
8640,0.00451279,0.26124
8641,0.690023,0.31434
8642,0.750007,0.493958
8643,0.175192,0.759297
8644,0.0575021,0.137438
8645,0.0696862,0.106668
8646,0.194593,0.624923
8647,0.73743,0.374182
8648,0.572462,0.992352
8649,0.0527558,0.328445
8650,0.788242,0.0997623
8651,0.385303,0.412482
8652,0.165977,0.387604
8653,0.631072,0.00548427
8654,0.419293,0.0214631
8655,0.304027,0.527473
8656,0.86889,0.113291
8657,0.102902,0.322285
8658,0.410141,0.248413
8659,0.00824033,0.212226
8660,0.699577,0.218939
8661,0.779135,0.26099
8662,0.491983,0.84703
8663,0.116551,0.711229
8664,0.260881,0.332283
8665,0.988734,0.347267
8666,0.672245,0.320205
8667,0.645131,0.716964
8668,0.556559,0.654747
8669,0.418507,0.82546
8670,0.141679,0.410146
8671,0.220143,0.611398
8672,0.195106,0.644032
8673,0.331614,0.221285
8674,0.656116,0.368753
8675,0.8819,0.0680666
8676,0.0450852,0.0885536
8677,0.394822,0.972069
8678,0.233903,0.629582
8679,0.201417,0.98334
8680,0.0437684,0.131182
8681,0.741606,0.189882
8682,0.508205,0.792267
8683,0.407967,0.0925463
8684,0.64296,0.802762
8685,0.316337,0.819246
8686,0.563329,0.147639
8687,0.825232,0.172439
8688,0.60453,0.689548
8689,0.15509,0.538904
8690,0.438161,0.847774
8691,0.545895,0.964218
8692,0.123953,0.0156771
8693,0.0583489,0.176152
8694,0.271476,0.330223
8695,0.269521,0.875729
8696,0.181552,0.629978
8697,0.186527,0.652201
8698,0.0634432,0.836065
8699,0.404553,0.501225
8700,0.118728,0.218174
8701,0.168787,0.971486
8702,0.89004,0.11069
8703,0.388869,0.623754
8704,0.380809,0.710264
8705,0.158134,0.952596
8706,0.26136,0.0208584
8707,0.106794,0.654655
8708,0.732817,0.472351
8709,0.987576,0.0121627
8710,0.748544,0.556415
8711,0.449815,0.285768
8712,0.27205,0.954939
8713,0.884845,0.302258
8714,0.751102,0.124869
8715,0.967508,0.0525262
8716,0.189355,0.598641
8717,0.938015,0.14373
8718,0.849664,0.431004
8719,0.442842,0.111701
8720,0.841837,0.428612
8721,0.41277,0.946832
8722,0.54526,0.0938011
8723,0.251253,0.608963
8724,0.209294,0.983815
8725,0.457421,0.0565266
8726,0.223135,0.83505
8727,0.018392,0.107458
8728,0.545748,0.145858
8729,0.731347,0.150543
8730,0.973902,0.335327
8731,0.825183,0.123579
8732,0.720691,0.135042
8733,0.483585,0.922035
8734,0.288871,0.0975595
8735,0.549719,0.998833
8736,0.189993,0.471396
8737,0.728961,0.122924
8738,0.554438,0.178163
8739,0.046014,0.686141
8740,0.344968,0.641991
8741,0.450325,0.212116
8742,0.624157,0.464733
8743,0.687076,0.55748
8744,0.313775,0.600495
8745,0.777919,0.59283
8746,0.350392,0.861022
8747,0.706717,0.174754
8748,0.50919,0.113607
8749,0.642057,0.185656
8750,0.0747848,0.316961
8751,0.136346,0.713043
8752,0.0939788,0.588906
8753,0.487029,0.875874
8754,0.369058,0.11441
